,upper_left_latitude,upper_left_longitude,upper_right_latitude,upper_right_longitude,lower_left_latitude,lower_left_longitude,lower_right_latitude,lower_right_longitude,projection,Area
489,-8.700518,-45.541308000000015,-8.7007,-46.333072000000016,-53.641425,-45.55241799999999,-53.641119,-46.744163000000015,Selenographic,Equatorial
490,-0.413865,-162.364264,-0.41368,-161.827498,4.771491,-162.37737,4.771674,-161.839782,Selenographic,Equatorial
491,59.490794,62.423549,59.482247,60.793993,14.335169,62.63421,14.333499,61.684353,Selenographic,Equatorial
492,41.291186,141.219378,41.300044,142.251665,28.052752,141.332218,28.06141,142.243805,Selenographic,Equatorial
493,-22.833219,-50.499978999999996,-22.819278,-51.34226000000001,1.185296,-50.36924299999998,1.19809,-51.120743000000004,Selenographic,Equatorial
494,-26.20352,21.618682,-26.202923,20.906816,3.993187,21.551953,3.993542,20.915588,Selenographic,Equatorial
495,20.664509,-125.27329399999999,20.679926,-124.387282,-19.335002,-125.08296200000001,-19.320666,-124.237574,Selenographic,Equatorial
496,-55.802801,-172.696754,-55.79494,-171.177521,-85.057226,-176.470376,-85.049917,-167.320682,Polar,South
497,-30.588421,159.373865,-30.593302,158.374612,-62.529922,159.768711,-62.535825,157.910834,Selenographic,Equatorial
498,-82.696266,101.251732,-82.774591,106.839021,-48.714512,108.808276,-48.728902,109.877214,Polar,South
499,-0.439811,-175.230406,-0.447051,-174.711588,29.080208,-175.292099,29.073834,-174.655144,Selenographic,Equatorial
500,61.272947,-83.41953799999999,61.253143,-84.974197,21.325515,-82.90875599999998,21.315022,-83.70896299999998,Selenographic,Equatorial
501,62.154257,-151.59468,62.164351,-149.943253,32.123485,-150.985693,32.130165,-150.025863,Selenographic,Equatorial
502,0.965776,-175.296859,0.960923,-174.777581,30.699182,-175.335323,30.693773,-174.716365,Selenographic,Equatorial
503,-81.214413,103.028982,-81.272874,107.2215,-47.224993,108.918885,-47.237386,109.855455,Polar,South
504,61.235653,-5.376645999999994,61.241029,-7.049329999999998,16.274105,-6.318646000000001,16.275992,-7.1791920000000005,Selenographic,Equatorial
505,1.850614,-10.831141000000002,1.790139,-10.190927999999985,31.411644,-10.834856000000002,31.350938,-10.092196999999999,Selenographic,Equatorial
506,43.113096,-173.005536,43.123802,-172.018628,66.875008,-174.24752,66.894289,-172.30564,Selenographic,Equatorial
507,62.365694,161.850834,62.375876,163.342175,32.165823,162.28118,32.174541,163.131847,Selenographic,Equatorial
508,-26.915551,103.269928,-26.940022,102.323413,-58.977038,104.686226,-59.012806,103.089276,Selenographic,Equatorial
509,-39.849266,-174.67942,-40.387029,-175.02596,-3.307875,-151.02937,-2.844679,-151.331199,Selenographic,Equatorial
510,1.484153,159.428131,1.485166,158.679798,-28.603092,159.192028,-28.60438,158.329759,Selenographic,Equatorial
511,-16.550592,-150.531376,-16.54717,-149.587648,-30.582092,-150.554627,-30.575893,-149.547639,Selenographic,Equatorial
512,44.734981,175.001064,44.743927,175.929382,68.711396,173.844281,68.725694,175.772442,Selenographic,Equatorial
513,-0.105413,-84.23395,-0.085914,-83.60445299999998,29.714928,-83.74317300000001,29.729825,-83.03420799999998,Selenographic,Equatorial
514,1.555617,172.177995,1.575105,171.388066,-28.414998,172.046386,-28.392722,171.161039,Selenographic,Equatorial
515,1.21953,155.181085,1.207334,155.791536,30.790886,155.077571,30.778277,155.868321,Selenographic,Equatorial
516,46.323643,89.287964,46.314429,90.393816,70.423099,89.443943,70.401883,91.911708,Selenographic,Equatorial
517,-74.531175,-28.690210999999977,-74.537787,-26.34435000000002,-59.590304,153.865917,-59.594419,152.733692,Selenographic,Equatorial
518,-30.474255,116.332239,-30.486818,115.35787,-62.353773,117.8008,-62.377668,116.04034,Selenographic,Equatorial
519,-74.652806,97.814683,-74.610511,100.560959,-59.408186,-84.898953,-59.389189,-86.19913600000001,Selenographic,Equatorial
520,59.256733,-54.218861000000004,59.273415,-55.954567,26.276661,-53.90062599999999,26.305641,-54.92626799999999,Selenographic,Equatorial
521,46.279372,172.685837,46.28679,173.747627,70.42928,171.265612,70.445613,173.593813,Selenographic,Equatorial
522,1.492392,-107.92768899999999,1.489762,-107.35853900000001,11.179252,-107.77415199999999,11.176779,-107.199779,Selenographic,Equatorial
523,-27.259848,141.967476,-27.28284,141.017662,-59.140621,142.478029,-59.163705,140.828505,Selenographic,Equatorial
524,-26.927364,127.187487,-26.85864,126.209097,-56.907814,127.177239,-56.833793,125.620037,Selenographic,Equatorial
525,1.545389,-51.794601,1.538355,-51.13096300000001,31.822027,-51.59245299999998,31.813574,-50.82691299999999,Selenographic,Equatorial
526,3.753772,-113.67235099999999,3.679735,-114.618492,-56.410468,-112.13799800000001,-56.494059,-113.523271,Selenographic,Equatorial
527,43.213163,103.272919,43.206318,104.332589,66.978837,103.299542,66.964165,105.402109,Selenographic,Equatorial
528,-0.531775,-167.635375,-0.526686,-167.111095,28.926723,-167.730972,28.932003,-167.092085,Selenographic,Equatorial
529,46.071847,-131.360455,46.06974,-130.409281,70.29587,-131.608064,70.289111,-129.527012,Selenographic,Equatorial
530,32.288832,122.566903,32.288414,121.466851,-27.709583,122.702779,-27.710199,121.685265,Selenographic,Equatorial
531,-76.186911,87.056008,-76.135018,90.429404,-58.58144,-95.637155,-58.560934,-97.02187099999998,Selenographic,Equatorial
532,-62.722597,-17.930273,-62.770554,-16.295366,-17.564013,-17.012155000000007,-17.591873,-16.327544999999986,Selenographic,Equatorial
533,-38.482176,-147.27662,-38.487352,-146.132945,-66.79504,-147.416879,-66.795006,-145.372867,Selenographic,Equatorial
534,43.261629,76.247037,43.253385,77.273234,66.778365,76.325421,66.761545,78.393015,Selenographic,Equatorial
535,43.007671,-66.511954,43.010282,-65.46822200000003,67.093685,-66.468322,67.087391,-64.44975599999998,Selenographic,Equatorial
536,63.324227,-92.12609099999997,63.23261,-93.999954,23.302563,-91.46345600000001,23.22397,-92.38777499999998,Selenographic,Equatorial
537,-30.852289,131.354376,-30.874883,130.373593,-62.770075,132.364507,-62.798641,130.551681,Selenographic,Equatorial
538,-57.350591,161.765805,-57.349563,163.233471,-83.306543,159.399845,-83.303947,165.810842,Polar,South
539,63.944269,-151.809788,63.99846,-149.857258,34.023391,-151.054875,34.075931,-149.964103,Selenographic,Equatorial
540,-36.770048,-144.582301,-36.776898,-145.694145,-56.972253,-144.508394,-56.979189,-146.003927,Selenographic,Equatorial
541,33.137486,10.490937,33.145374,9.424475,-11.861654,9.941336,-11.855075,9.040942,Selenographic,Equatorial
542,-0.221776,-158.291177,-0.220573,-157.706467,55.625006,-158.964979,55.628085,-157.938311,Selenographic,Equatorial
543,0.66698,-163.334125,0.714117,-162.786999,30.230757,-163.483959,30.282345,-162.809506,Selenographic,Equatorial
544,-33.360832,62.942005,-33.349136,62.226274,-3.167297,63.403906,-3.157773,62.809542,Selenographic,Equatorial
545,-30.402569,119.550124,-30.426801,118.57989,-62.300411,120.91823,-62.333704,119.163329,Selenographic,Equatorial
546,43.289055,-131.349456,43.285247,-130.444125,67.34936,-131.555355,67.341914,-129.735714,Selenographic,Equatorial
547,61.771845,98.736495,61.726855,97.200231,29.684277,100.27597,29.675683,99.364125,Selenographic,Equatorial
548,59.280956,-51.93670400000002,59.259305,-53.67433299999999,27.217351,-51.63825600000001,27.203015,-52.670591,Selenographic,Equatorial
549,-76.008712,16.392835,-76.02086,19.635426,-58.356104,-160.234812,-58.361781,-161.548441,Selenographic,Equatorial
550,-1.656983,-175.261607,-1.670771,-174.685249,27.770332,-175.308566,27.756517,-174.609719,Selenographic,Equatorial
551,46.478132,103.282155,46.471515,104.405466,70.454304,103.298908,70.437605,105.760066,Selenographic,Equatorial
552,-51.315835,60.613864,-51.297226,61.961412,-59.06103,60.779901,-59.038189,62.391056,Selenographic,Equatorial
553,63.169556,-121.705622,63.155244,-123.637981,-26.915706,-121.600764,-26.923167,-122.49962199999999,Selenographic,Equatorial
554,62.998174,34.726357,63.002932,32.877954,18.214608,33.984122,18.218328,33.017591,Selenographic,Equatorial
555,44.827069,117.199,44.823618,118.160417,68.721319,117.028353,68.713217,119.015929,Selenographic,Equatorial
556,-28.804561,101.145797,-28.820647,100.26783,-60.779936,102.684971,-60.80938,101.146256,Selenographic,Equatorial
557,-28.686345,-120.42463000000001,-28.700723,-121.261514,-60.550524,-119.182973,-60.572801,-120.556205,Selenographic,Equatorial
558,1.164835,157.357516,1.159003,157.976302,30.755729,157.262454,30.748246,158.061155,Selenographic,Equatorial
559,59.963892,-112.005552,59.988821,-110.24606,0.20553,-110.79795100000001,0.225279,-109.892516,Selenographic,Equatorial
560,-27.121848,-159.053689,-27.124679,-159.977547,-59.187591,-158.730066,-59.191214,-160.247375,Selenographic,Equatorial
561,30.393278,135.791305,30.39278,134.862202,-29.584362,135.538674,-29.584941,134.618658,Selenographic,Equatorial
562,-28.752581,65.486303,-28.768841,64.552651,-60.698938,66.853843,-60.725819,65.244539,Selenographic,Equatorial
563,-29.11383,131.286372,-29.122354,130.420746,-61.027246,132.166324,-61.041755,130.628275,Selenographic,Equatorial
564,-32.993721,178.054713,-32.991531,177.209102,-2.763843,178.030319,-2.762234,177.334899,Selenographic,Equatorial
565,-75.998459,111.529609,-75.955211,114.74821,-58.203188,-70.548901,-58.185716,-71.92093,Selenographic,Equatorial
566,-26.942581,118.389608,-26.956968,117.460654,-58.836065,119.577586,-58.860009,118.019028,Selenographic,Equatorial
567,-55.940655,-161.832563,-55.93911,-160.377449,-83.755217,-164.53965,-83.752528,-157.682887,Polar,South
568,-59.46147,-173.80055,-59.458869,-172.100503,-89.081511,163.316854,-89.054921,-146.13507,Polar,South
569,59.269232,-15.728251999999998,59.26287,-14.07964800000002,35.86132,-15.761909000000003,35.856984,-14.700583999999992,Selenographic,Equatorial
570,-28.925743,49.475138,-28.939037,48.54745,-60.87317,50.656996,-60.895249,49.060429,Selenographic,Equatorial
571,46.421863,76.266736,46.414142,77.352154,70.223579,76.3578,70.204361,78.769486,Selenographic,Equatorial
572,43.153806,-174.082632,43.162952,-173.09454,67.244015,-175.341579,67.261432,-173.367091,Selenographic,Equatorial
573,61.101827,-17.799649999999986,61.09417,-16.225299000000007,34.428674,-17.880155000000002,34.424301,-16.94136900000001,Selenographic,Equatorial
574,62.921868,-54.32433400000002,62.922378,-56.269367999999986,31.242092,-53.936757,31.255214,-55.00937699999997,Selenographic,Equatorial
575,61.49758,-1.4920730000000049,61.504695,-0.008135999999979049,29.309105,-0.9864630000000147,29.313579,-0.15123699999998053,Selenographic,Equatorial
576,-88.794061,5.79594,-89.487884,-24.789830999999992,-58.092509,112.698602,-58.109598,114.126282,Polar,South
577,1.791461,-8.719581000000005,1.794918,-8.076432000000011,31.338869,-8.748221999999998,31.342091,-7.999302,Selenographic,Equatorial
578,32.304295,133.632759,32.302448,132.571225,-27.706783,133.436539,-27.708857,132.433099,Selenographic,Equatorial
579,-76.200775,85.99103,-76.148643,89.366629,-58.091569,-96.71026599999999,-58.071328,-98.07154600000001,Selenographic,Equatorial
580,32.538048,98.194964,32.424471,99.085905,-54.346886,87.45291,-54.65159,88.698896,Selenographic,Equatorial
581,9.38826,92.898437,9.383426,93.605745,30.335104,93.291843,30.327721,94.112858,Selenographic,Equatorial
582,-30.443451,118.482349,-30.452219,117.517656,-62.260348,119.868514,-62.280216,118.128187,Selenographic,Equatorial
583,-72.782266,85.568905,-72.739655,88.300792,-61.137965,-96.81985500000002,-61.116235,-98.31484799999998,Selenographic,Equatorial
584,-62.911248,-142.706274,-62.923392,-144.228533,-2.67112,-142.962897,-2.683834,-143.514488,Selenographic,Equatorial
585,-29.049469,141.960742,-29.063976,141.090363,-60.938877,142.481641,-60.954514,140.912082,Selenographic,Equatorial
586,29.363687,10.445068,29.370162,9.419128,-15.584904,9.931847,-15.579375,9.015867,Selenographic,Equatorial
587,61.299952,-104.866712,61.280556,-106.425333,-28.676516,-103.98032899999998,-28.688185,-104.80144200000001,Selenographic,Equatorial
588,-76.086333,-168.312476,-76.096643,-165.144627,-58.06513,14.910982,-58.070327,13.580938,Selenographic,Equatorial
589,59.440578,-2.6112039999999865,59.435052,-1.0004109999999855,29.372687,-2.621035000000006,29.368563,-1.6460289999999986,Selenographic,Equatorial
590,62.886953,35.732749,62.883642,33.887983,18.25821,35.070809,18.252986,34.102754,Selenographic,Equatorial
591,-72.701128,16.86146,-72.709712,19.496201,-61.270645,-160.120877,-61.277814,-161.556847,Selenographic,Equatorial
592,-55.564149,63.869991,-55.540684,65.475382,-85.730782,68.200337,-85.575789,79.285306,Polar,South
593,-61.351587,59.47922,-61.372175,60.692423,-16.318031,60.684917,-16.330722,61.241092,Selenographic,Equatorial
594,59.373803,86.752563,59.267946,85.078243,29.480411,87.641395,29.390098,86.606655,Selenographic,Equatorial
595,22.6957,-13.438621000000012,22.692584,-12.570455999999979,18.213394,-13.46117700000002,18.210417,-12.621100000000013,Selenographic,Equatorial
596,1.859148,-162.366811,1.859765,-161.827382,7.040329,-162.380897,7.040945,-161.838691,Selenographic,Equatorial
597,63.205465,-93.04465299999998,63.217608,-94.90949799999999,23.234635,-92.61733199999998,23.257986,-93.53900399999998,Selenographic,Equatorial
598,-86.112683,-42.697652000000005,-86.225885,-54.61591299999998,-59.730903,121.572376,-59.744297,123.06534,Polar,South
599,2.904708,-0.5578970000000254,2.90228,0.276293,-23.37108,-0.7763429999999971,-23.375158,0.104753,Selenographic,Equatorial
600,-1.394378,96.112062,-1.687662,79.018247,-13.635237,96.542211,-13.928315,78.9353,Selenographic,Equatorial
601,59.915621,171.194053,59.965345,169.605806,-30.23298,168.183533,-30.153893,167.230056,Selenographic,Equatorial
602,1.692711,143.423271,1.690498,143.988804,31.443586,143.433275,31.440698,144.139066,Selenographic,Equatorial
603,2.157382,-172.069184,2.154809,-171.486918,31.890692,-172.137937,31.886936,-171.436714,Selenographic,Equatorial
604,-7.980805,-166.307534,-7.984528,-165.435746,-37.972403,-166.556665,-37.970874,-165.47894,Selenographic,Equatorial
605,0.161589,141.058981,0.157568,141.696885,32.273066,141.03022,32.268034,141.875333,Selenographic,Equatorial
606,63.024492,46.787778,63.013055,44.917067,38.328825,46.717499,38.321325,45.571654,Selenographic,Equatorial
607,63.062925,-106.907375,63.043645,-108.75133500000001,-6.986172,-106.388938,-6.995073,-107.22922399999999,Selenographic,Equatorial
608,-61.479103,174.52484,-61.471876,176.303567,-81.793258,173.141007,-81.779265,178.76108,Polar,South
609,0.073958,123.9282,0.066845,124.563113,32.185678,124.194632,32.175817,125.012614,Selenographic,Equatorial
610,-0.359585,-114.70907399999999,-0.369954,-115.65892299999999,-59.86317,-113.81956299999999,-59.877944,-115.348883,Selenographic,Equatorial
611,44.813416,-120.519475,44.82566,-119.68550300000001,68.508997,-120.43069399999999,68.516868,-118.721983,Selenographic,Equatorial
612,59.422492,176.442862,59.3354,174.653192,29.409863,176.188073,29.32754,175.077252,Selenographic,Equatorial
613,1.354374,-95.03247499999998,1.344692,-95.82279999999997,-28.61715,-94.63127800000001,-28.631983,-95.489622,Selenographic,Equatorial
614,-61.42926,-87.15932500000002,-61.40859,-88.519815,-29.680751,-86.45249799999999,-29.671038,-87.11666000000002,Selenographic,Equatorial
615,43.187224,104.347614,43.179454,105.406818,66.930771,104.369926,66.915271,106.465316,Selenographic,Equatorial
616,1.335694,153.040773,1.340955,153.666278,30.905071,152.94538,30.910375,153.755621,Selenographic,Equatorial
617,-62.438687,-82.76867700000003,-63.172362,-83.02255200000002,-67.517665,-25.10155900000001,-68.048168,-23.71895699999999,Polar,South
618,62.808271,114.12148,62.840405,112.247338,32.903059,114.903788,32.957668,113.855062,Selenographic,Equatorial
619,-55.642422,160.638134,-55.640435,162.192138,-84.484749,157.23321,-84.480212,165.800794,Polar,South
620,33.240377,54.230756,33.255963,55.195253,0.966902,54.478981,0.98207,55.321506,Selenographic,Equatorial
621,-30.837066,62.990868,-30.825235,62.295991,-0.661988,63.444636,-0.652014,62.852292,Selenographic,Equatorial
622,-27.315685,171.082726,-27.312048,170.1158,-59.306087,171.528281,-59.305483,169.895373,Selenographic,Equatorial
623,24.49469,2.002903,24.493101,2.881538,18.557664,1.999775,18.547734,2.841911,Selenographic,Equatorial
624,-74.101318,59.023114,-74.072478,61.800121,-59.95029,-122.087066,-59.937922,-123.38760400000001,Selenographic,Equatorial
625,-72.767161,86.637386,-72.724716,89.367652,-61.640156,-95.74930699999999,-61.618094,-97.27327200000002,Selenographic,Equatorial
626,-88.456686,-122.006821,-88.111942,-145.389316,-58.281703,-108.41712899999999,-58.264163,-109.75895299999999,Polar,South
627,-0.546774,-136.589391,-0.53493,-136.048027,29.103973,-136.390157,29.113307,-135.776825,Selenographic,Equatorial
628,59.494666,89.992842,59.382852,88.338023,29.492278,90.898499,29.395177,89.879893,Selenographic,Equatorial
629,3.129939,-149.359258,3.126479,-148.867017,30.409066,-149.327018,30.403852,-148.765672,Selenographic,Equatorial
630,1.421972,172.156065,1.419565,172.830177,60.656472,171.518329,60.655131,172.956407,Selenographic,Equatorial
631,31.540184,80.897305,31.552229,81.736155,-58.440149,82.104453,-58.42048,83.490525,Selenographic,Equatorial
632,46.399533,78.459036,46.391804,79.550122,70.553039,78.587169,70.533664,81.05202,Selenographic,Equatorial
633,1.028191,168.259965,1.029756,168.854104,30.535865,168.213,30.537012,168.965458,Selenographic,Equatorial
634,-59.215747,53.067934,-59.194113,54.836988,-83.920267,55.177203,-83.82341,63.177783,Polar,South
635,3.090553,-159.940736,3.075677,-160.770151,-27.108163,-160.228678,-27.120258,-161.114968,Selenographic,Equatorial
636,60.000127,-66.22008,60.017555,-64.56919099999999,-29.87717,-64.90712500000001,-29.864529,-63.99595599999998,Selenographic,Equatorial
637,-29.277904,47.36603,-29.267649,46.576787,0.869595,47.687951,0.878352,46.99602,Selenographic,Equatorial
638,64.117169,-165.336118,64.121568,-163.505148,32.060666,-164.929155,32.063944,-163.916564,Selenographic,Equatorial
639,8.808345,70.308038,8.796167,69.288007,2.582803,70.356013,2.568228,69.346153,Selenographic,Equatorial
640,45.710975,93.671755,45.703444,94.668641,68.670226,93.872272,68.653027,95.930174,Selenographic,Equatorial
641,-76.124555,-38.22578600000003,-76.126533,-35.31334500000003,-60.668468,144.179542,-60.669787,142.873951,Selenographic,Equatorial
642,60.223394,70.3968,60.193004,68.748288,27.863939,71.288368,27.845838,70.263712,Selenographic,Equatorial
643,-61.544941,175.602449,-61.537929,177.427,-81.612037,174.276701,-81.59688,179.911277,Polar,South
644,-25.67449,15.194671,-25.675065,14.467361,4.468775,15.094606,4.468135,14.450646,Selenographic,Equatorial
645,-45.079838,81.443608,-45.098977,82.414518,-34.13238,81.866364,-34.148468,82.693416,Selenographic,Equatorial
646,-26.928217,106.513937,-26.931455,105.576379,-58.937612,107.909255,-58.953198,106.332546,Selenographic,Equatorial
647,0.049158,164.737862,0.046773,165.348895,32.139718,164.638474,32.13674,165.439131,Selenographic,Equatorial
648,-0.075489,-176.315026,-0.076497,-175.794953,29.344585,-176.360386,29.343168,-175.719613,Selenographic,Equatorial
649,-30.864122,175.246588,-30.79554,174.102013,-60.579721,175.73171,-60.52771,173.89693,Selenographic,Equatorial
650,-30.670406,65.59399,-30.69769,64.534842,-62.534044,67.035547,-62.571847,65.13541,Selenographic,Equatorial
651,43.093478,156.175542,43.093151,157.233946,67.088454,154.870239,67.096671,156.98007,Selenographic,Equatorial
652,63.274067,171.199878,63.285116,169.424612,-26.721551,169.497434,-26.705159,168.569513,Selenographic,Equatorial
653,59.322825,130.25695,59.330203,128.787936,31.323379,129.628972,31.324625,128.726337,Selenographic,Equatorial
654,59.43758,102.289086,59.49998,100.613706,29.341124,102.164671,29.405679,101.148224,Selenographic,Equatorial
655,2.97118,-119.03978900000001,3.031336,-119.91756899999999,-27.152161,-118.92365799999999,-27.092745,-119.83571,Selenographic,Equatorial
656,56.872358,92.588438,56.858953,94.053558,67.114737,92.669385,67.095005,94.796596,Selenographic,Equatorial
657,-76.125988,125.501801,-76.099535,128.775979,-57.965864,-54.834967000000006,-57.955633,-56.217764999999986,Selenographic,Equatorial
658,1.240969,-148.049965,1.244505,-148.805476,-28.769522,-148.269975,-28.765586,-149.07062,Selenographic,Equatorial
659,30.453332,138.003451,30.454148,137.075391,-29.525588,137.69238,-29.524855,136.767617,Selenographic,Equatorial
660,-55.887971,-171.527637,-55.884985,-170.048921,-81.031719,-173.034287,-81.02473,-168.079847,Polar,South
661,-35.922451,90.623907,-35.943939,89.563262,-59.028101,91.896647,-59.060709,90.26966,Selenographic,Equatorial
662,43.18499,172.768726,43.190311,173.772792,67.143224,171.630677,67.155285,173.633611,Selenographic,Equatorial
663,46.422169,130.712011,46.425452,131.826941,70.504345,129.751269,70.510565,132.18527,Selenographic,Equatorial
664,61.664385,-15.81837200000001,61.671526,-14.28272800000002,29.441858,-15.328446999999983,29.446897,-14.48003,Selenographic,Equatorial
665,-31.364776,-20.606205999999986,-31.364248,-21.33163000000002,-1.29613,-20.70514700000001,-1.29582,-21.279188999999974,Selenographic,Equatorial
666,-27.311579,-81.29500300000001,-27.383379,-82.15767899999997,-59.32237,-79.71169800000001,-59.402924,-81.173226,Selenographic,Equatorial
667,61.289584,-106.95113699999999,61.272778,-108.516776,-8.745257,-106.40196399999999,-8.753885,-107.161699,Selenographic,Equatorial
668,-27.238258,-43.680451000000005,-27.244357,-44.58649700000001,-54.915043,-43.192571999999984,-54.924099,-44.507270000000005,Selenographic,Equatorial
669,46.276563,174.90401,46.28863,175.964604,70.345744,173.555413,70.365125,175.870186,Selenographic,Equatorial
670,0.410285,-127.03653800000001,0.408823,-126.53884400000001,8.731418,-126.941944,8.730715,-126.44567799999999,Selenographic,Equatorial
671,47.338709,93.617188,47.329994,94.75939,70.427841,93.771531,70.407492,96.257063,Selenographic,Equatorial
672,43.287029,-131.350269,43.284179,-130.444526,67.349505,-131.55684,67.343141,-129.736295,Selenographic,Equatorial
673,61.984172,146.697367,61.989914,148.095983,31.800168,147.132086,31.804081,147.94091,Selenographic,Equatorial
674,61.248062,60.203942,61.233173,58.664183,32.537068,60.390379,32.527022,59.439933,Selenographic,Equatorial
675,44.748536,133.923915,44.7539,134.900596,68.501927,132.981028,68.51123,134.984202,Selenographic,Equatorial
676,59.880736,-81.54190299999999,59.893043,-79.885198,-29.86259,-80.151769,-29.860979,-79.25058200000001,Selenographic,Equatorial
677,59.491499,-76.021544,59.471587,-77.79377599999998,-0.496735,-75.63012199999997,-0.507461,-76.53867600000001,Selenographic,Equatorial
678,-0.42006,142.398768,-0.422019,142.947811,29.221437,142.413622,29.218986,143.112984,Selenographic,Equatorial
679,43.283818,145.459245,43.290343,146.544699,66.662184,144.272742,66.676252,146.386027,Selenographic,Equatorial
680,53.054657,153.549006,52.993973,154.864532,-26.228511,150.928566,-26.338201,151.922612,Selenographic,Equatorial
681,-86.06306,-75.52670999999998,-86.25419,-86.569525,-59.906249,82.07462,-59.930854,83.582873,Polar,South
682,62.792029,114.324466,62.774679,112.54315,-27.065482,114.910136,-27.075209,113.973602,Selenographic,Equatorial
683,44.783631,120.352054,44.78105,121.316851,68.844519,120.06282,68.838581,122.068978,Selenographic,Equatorial
684,22.9033,-47.480718000000024,22.90147,-48.46206799999999,14.465549,-47.531187999999986,14.463292,-48.46005100000002,Selenographic,Equatorial
685,62.616556,-169.553774,62.619938,-168.014615,30.333167,-169.200502,30.335683,-168.318216,Selenographic,Equatorial
686,44.847727,107.638643,44.84141,108.608264,68.863128,107.696326,68.849417,109.717855,Selenographic,Equatorial
687,1.237367,-134.711323,1.241247,-135.474718,-28.597375,-134.882872,-28.603252,-135.697456,Selenographic,Equatorial
688,-89.400804,120.388555,-88.793913,143.501697,-59.728251,-107.48765599999999,-59.711674,-108.749541,Polar,South
689,-0.872897,-10.828891999999996,-0.880512,-10.188851999999997,28.708282,-10.844748999999979,28.700793,-10.121734000000004,Selenographic,Equatorial
690,-0.300945,179.308264,-0.306679,179.838122,29.115859,179.296619,29.109672,179.950065,Selenographic,Equatorial
691,63.48542,-90.65713599999998,63.436731,-92.71245199999998,3.545254,-89.77072299999998,3.517946,-90.70261199999999,Selenographic,Equatorial
692,-36.341595,-49.547728000000006,-36.334448,-48.60629,-59.532392,-49.47606200000001,-59.520475,-47.975689999999986,Selenographic,Equatorial
693,-36.589463,-32.66747299999997,-36.591214,-31.745277999999985,-87.473345,-38.72004900000002,-87.466511,-23.757788000000005,Polar,South
694,-87.534416,-65.601068,-87.820302,-81.13394299999999,-58.30732,80.114124,-58.328258,81.409247,Polar,South
695,60.446079,-153.647974,60.456113,-151.93742,28.152946,-153.120557,28.160425,-152.108311,Selenographic,Equatorial
696,21.004198,-13.398241999999982,21.001158,-12.62677100000002,16.527961,-13.422875999999974,16.525022,-12.674379999999985,Selenographic,Equatorial
697,61.868869,-142.294453,61.886234,-140.683866,30.44062,-141.315031,30.451318,-140.385302,Selenographic,Equatorial
698,60.050636,167.914184,60.101901,169.468644,27.594836,168.395219,27.648731,169.345996,Selenographic,Equatorial
699,-20.550193,6.428551,-20.551881,7.414263,-37.601501,6.309498,-37.602777,7.42229,Selenographic,Equatorial
700,59.910183,150.249652,59.916852,151.782871,-30.420427,150.367025,-30.395489,151.398539,Selenographic,Equatorial
701,-76.000079,113.583139,-75.958579,116.799984,-59.406951,-68.355682,-59.389551,-69.778503,Selenographic,Equatorial
702,-32.370775,141.070958,-32.367241,140.336914,-2.190382,141.129981,-2.187518,140.498373,Selenographic,Equatorial
703,-61.273119,179.774465,-61.275454,178.542726,-1.347053,179.08779,-1.348185,178.564471,Selenographic,Equatorial
704,-29.998585,178.053845,-29.995844,177.235859,0.169676,178.038126,0.171855,177.344313,Selenographic,Equatorial
705,28.48004,150.168074,28.474546,149.165098,-31.479679,149.732445,-31.486429,148.675027,Selenographic,Equatorial
706,-8.194328,13.778646,-8.202321,14.497977,-38.138385,13.345325,-38.147145,14.231755,Selenographic,Equatorial
707,-74.53368,-24.209802000000025,-74.538447,-21.837968999999987,-62.178173,158.265655,-62.182673,157.0274,Selenographic,Equatorial
708,-89.182062,-3.415674000000024,-89.318493,-64.42583400000001,-57.100588,136.407564,-57.102462,137.752281,Polar,South
709,44.759861,-147.805022,44.764343,-146.984147,68.871006,-148.720028,68.879254,-147.006249,Selenographic,Equatorial
710,-0.784494,-166.72855,-0.786781,-166.180028,31.236374,-166.898208,31.232399,-166.208497,Selenographic,Equatorial
711,43.28233,66.307639,43.275605,67.318722,66.994341,66.162928,66.981594,68.255515,Selenographic,Equatorial
712,-35.192988,-57.989071000000024,-35.144366,-57.06349,-81.008467,-78.269113,-81.319513,-73.749325,Polar,South
713,-28.672224,-122.637055,-28.687204,-123.473568,-60.589381,-121.415269,-60.612375,-122.789758,Selenographic,Equatorial
714,61.232618,62.313749,61.224208,60.769073,16.272255,62.569131,16.270538,61.708339,Selenographic,Equatorial
715,-76.128327,45.66981,-76.102823,49.079325,-58.260371,-134.455253,-58.25115,-135.794111,Selenographic,Equatorial
716,-59.40519,-157.545063,-59.402723,-155.906343,-83.52483,-160.162143,-83.523246,-153.355201,Polar,South
717,3.213692,-133.244007,3.178658,-134.096101,-26.956563,-132.681054,-26.968797,-133.575095,Selenographic,Equatorial
718,-61.182779,107.526734,-61.163308,106.155415,28.756145,108.660492,28.76243,107.903473,Selenographic,Equatorial
719,46.374517,79.557808,46.366734,80.647596,70.459877,79.710164,70.43994,82.160444,Selenographic,Equatorial
720,3.277011,171.821387,3.212834,170.944245,-26.583506,171.713264,-26.650808,170.746392,Selenographic,Equatorial
721,60.760304,-165.201416,60.764699,-163.571229,28.44392,-164.895582,28.447207,-163.924055,Selenographic,Equatorial
722,-73.021467,13.538112,-73.031206,16.186392,-60.778429,-163.357053,-60.785858,-164.754955,Selenographic,Equatorial
